address1;city;state;zip;country;phone;website;industry;industryKey;industryDisp;sector;sectorKey;sectorDisp;longBusinessSummary;companyOfficers;executiveTeam;maxAge;priceHint;previousClose;open;dayLow;dayHigh;regularMarketPreviousClose;regularMarketOpen;regularMarketDayLow;regularMarketDayHigh;exDividendDate;payoutRatio;beta;forwardPE;volume;regularMarketVolume;averageVolume;averageVolume10days;averageDailyVolume10Day;bid;ask;bidSize;askSize;marketCap;nonDilutedMarketCap;fiftyTwoWeekLow;fiftyTwoWeekHigh;allTimeHigh;allTimeLow;priceToSalesTrailing12Months;fiftyDayAverage;twoHundredDayAverage;trailingAnnualDividendRate;trailingAnnualDividendYield;currency;tradeable;enterpriseValue;profitMargins;floatShares;sharesOutstanding;heldPercentInsiders;heldPercentInstitutions;impliedSharesOutstanding;bookValue;priceToBook;lastFiscalYearEnd;nextFiscalYearEnd;mostRecentQuarter;earningsQuarterlyGrowth;netIncomeToCommon;trailingEps;forwardEps;enterpriseToRevenue;enterpriseToEbitda;52WeekChange;SandP52WeekChange;lastDividendValue;lastDividendDate;quoteType;currentPrice;recommendationKey;totalCash;totalCashPerShare;ebitda;totalDebt;quickRatio;currentRatio;totalRevenue;debtToEquity;revenuePerShare;returnOnAssets;returnOnEquity;grossProfits;freeCashflow;operatingCashflow;earningsGrowth;revenueGrowth;grossMargins;ebitdaMargins;operatingMargins;financialCurrency;symbol;language;region;typeDisp;quoteSourceName;triggerable;customPriceAlertConfidence;fullExchangeName;averageDailyVolume3Month;fiftyTwoWeekLowChange;fiftyTwoWeekLowChangePercent;fiftyTwoWeekRange;fiftyTwoWeekHighChange;fiftyTwoWeekHighChangePercent;fiftyTwoWeekChangePercent;earningsTimestampStart;earningsTimestampEnd;earningsCallTimestampStart;earningsCallTimestampEnd;isEarningsDateEstimate;epsTrailingTwelveMonths;epsForward;fiftyDayAverageChange;fiftyDayAverageChangePercent;twoHundredDayAverageChange;twoHundredDayAverageChangePercent;sourceInterval;exchangeDataDelayedBy;prevName;nameChangeDate;regularMarketChangePercent;regularMarketPrice;corporateActions;regularMarketTime;exchange;messageBoardId;exchangeTimezoneName;exchangeTimezoneShortName;gmtOffSetMilliseconds;market;esgPopulated;longName;shortName;regularMarketChange;regularMarketDayRange;cryptoTradeable;marketState;hasPrePostMarketData;firstTradeDateMilliseconds;trailingPegRatio;Ticker;address2;fax;auditRisk;boardRisk;compensationRisk;shareHolderRightsRisk;overallRisk;governanceEpochDate;dividendRate;dividendYield;fiveYearAvgDividendYield;trailingPE;targetHighPrice;targetLowPrice;targetMeanPrice;targetMedianPrice;numberOfAnalystOpinions;epsCurrentYear;priceEpsCurrentYear;fullTimeEmployees;irWebsite;lastSplitFactor;lastSplitDate;recommendationMean;averageAnalystRating;earningsTimestamp;ipoExpectedDate;underlyingSymbol;uuid;compensationAsOfEpochDate;firstTradeDateEpochUtc;timeZoneFullName;timeZoneShortName
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;TANC4.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;TANC4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Av. São Borja, 2181;São Leopoldo;RS;93035-411;Brazil;55 51 3021 3000;https://www.taurusarmas.com.br;Aerospace & Defense;aerospace-defense;Aerospace & Defense;Industrials;industrials;Industrials;Taurus Armas S.A., together with its subsidiaries, operates as a firearms company in Brazil and internationally. It operates through Weapons, Helmets, and Others segments. The company offers pistols, revolvers, tactical weapons, long guns, and accessories to state, federal, and civil and military police forces, as well as the civilian market. It sells its products under the Taurus, Heritage, and Rossi brand names. The company was incorporated in 1939 and is headquartered in São Leopoldo, Brazil. Taurus Armas S.A. is a subsidiary of BYK Participações SA.;[{'maxAge': 1, 'name': 'Mr. Salésio  Nuhs', 'title': 'Global President, Global CEO & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sergio Castilho Sgrillo Filho', 'title': 'Financial, Investor Relations & Administrative Director and Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eduardo  Minghelli', 'title': 'Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Leonardo Brum Sesti', 'title': 'Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;5,97;5,99;5,85;6,04;5,97;5,99;5,85;6,04;1745971200,0;0,207;0,537;;25800,0;25800,0;32989,0;41830,0;41830,0;5,85;5,97;;;792072576,0;823972854,0;4,9;8,65;5482,6084;1,10909;0,5186871;5,4454;5,81965;0,185;0.030988276;BRL;False;1410929664,0;0,08104999;72848721,0;51089845,0;0,86847997;0,00524;132716000,0;9,299;0,6355522;1735603200,0;1767139200,0;1759190400,0;0,204;123766000,0;0,89;;0,924;8,623;-0,18320888;0,19708562;0,184258;1745971200,0;EQUITY;5,91;none;196834000,0;1,414;163624000,0;776742016,0;0,623;1,511;1527072000,0;60,004;11,343;0,03629;0,099309996;530292992,0;-191057120,0;86430000,0;0,252;-0,112;0,34726003;0,10715;0,10792;BRL;TASA3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;32989,0;1,0099998;0,2061224;4.9 - 8.65;-2,7399998;-0,31676298;-18,320889;;;;;;0,89;;0,4645996;0,085319646;0,090349674;0,015524932;15,0;15,0;;;-1,0050242;5,91;[];1772744070,0;SAO;finmb_879948;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Taurus Armas S.A.;TAURUS ARMASON      N2;-0,059999943;5.85 - 6.04;False;POSTPOST;False;950702400000,0;;TASA3;Distrito Industrial;;;;;;;;0,46;7,71;;6,6404495;;;;;;;;;;11:10;1746662400,0;;;;;;;;;;
Av. São Borja, 2181;São Leopoldo;RS;93035-411;Brazil;55 51 3021 3000;https://www.taurusarmas.com.br;Aerospace & Defense;aerospace-defense;Aerospace & Defense;Industrials;industrials;Industrials;Taurus Armas S.A., together with its subsidiaries, operates as a firearms company in Brazil and internationally. It operates through Weapons, Helmets, and Others segments. The company offers pistols, revolvers, tactical weapons, long guns, and accessories to state, federal, and civil and military police forces, as well as the civilian market. It sells its products under the Taurus, Heritage, and Rossi brand names. The company was incorporated in 1939 and is headquartered in São Leopoldo, Brazil. Taurus Armas S.A. is a subsidiary of BYK Participações SA.;[{'maxAge': 1, 'name': 'Mr. Salésio  Nuhs', 'title': 'Global President, Global CEO & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sergio Castilho Sgrillo Filho', 'title': 'Financial, Investor Relations & Administrative Director and Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eduardo  Minghelli', 'title': 'Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Leonardo Brum Sesti', 'title': 'Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;5,89;5,89;5,88;6,07;5,89;5,89;5,88;6,07;1745971200,0;0,207;0,537;2,3654618;496200,0;496200,0;442736,0;673910,0;673910,0;5,83;6,0;;;819885632,0;823972854,0;4,48;8,572727;102,63027;0,90909;0,53690046;5,333;5,3418;0,185;0.03140917;BRL;False;1399793664,0;0,08104999;72848721,0;88109759,0;0,24919;0,03683;139199604,0;9,299;0,63340145;1735603200,0;1767139200,0;1759190400,0;0,204;123766000,0;0,89;2,49;0,917;8,555;-0,19012499;0,19708562;0,184258;1745971200,0;EQUITY;5,89;none;196834000,0;1,414;163624000,0;776742016,0;0,623;1,511;1527072000,0;60,004;11,343;0,03629;0,099309996;530292992,0;-191057120,0;86430000,0;0,252;-0,112;0,34726003;0,10715;0,10792;BRL;TASA4.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;442736,0;1,4099998;0,3147321;4.48 - 8.572727;-2,6827273;-0,31293744;-19,012499;;;;;;0,89;2,49;0,5569997;0,10444397;0,54819965;0,10262451;15,0;15,0;;;0,0;5,89;[];1772744760,0;SAO;finmb_879948;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Taurus Armas S.A.;TAURUS ARMASPN      N2;0,0;5.88 - 6.07;False;POSTPOST;False;946900800000,0;;TASA4;Distrito Industrial;;;;;;;;0,46;7,81;;6,6179776;;;;;;;;;;11:10;1746662400,0;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;TBLE5.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;TBLE5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;TBLE6.SA;en-US;US;Fund;;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;TBLE6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;86400,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NONE;;;;;;;;;;;;;;;;;;;;;;;TCNO3.SA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TCNO3;;;;;;;;;;;;;;;;;;;;;;;;;;;;TCNO3.SA;b722cd4e-654e-37df-b883-c4f1a317dc69;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;NONE;;;;;;;;;;;;;;;;;;;;;;;TCNO4.SA;en-US;US;;;False;NONE;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;False;;;;;False;;False;;;TCNO4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;TCOC3.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;TCOC3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;TCOC4.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;TCOC4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avenida Nicolas Boer, 399;São Paulo;SP;;Brazil;55 11 3708 1010;https://www.tecnisa.com.br;Real Estate - Development;real-estate-development;Real Estate - Development;Real Estate;real-estate;Real Estate;"Tecnisa S.A. engages in the incorporation, purchase, and sale of ready-built or off-plan residential and commercial properties, land, and ideal fractions in Brazil. It is involved in the construction of properties; and the provision of real estate consulting services. The company was formerly known as Tecnisa Engenharia. Tecnisa S.A. was founded in 1977 and is headquartered in São Paulo, Brazil.";[{'maxAge': 1, 'name': 'Mr. Meyer Joseph Nigri', 'age': 70, 'title': 'Chairman', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fernando Tadeu Perez', 'title': 'CEO & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anderson Luis Hiraoka', 'title': 'Secretary, CFO, IR Officer & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Renato Meyer Nigri', 'title': 'Chief New Business Officer & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Giulliano  Polito', 'title': 'Technical Director & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Cristiane Sampaio e Sampaio', 'title': 'Chief Legal & Compliance Officer and Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Leonardo  Furlan', 'title': 'Executive New Business Manager', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;4,0;1,48;1,47;1,39;1,5;1,48;1,47;1,39;1,5;1462147200,0;0,0;0,91;0,9929078;223300,0;223300,0;143012,0;262840,0;262840,0;1,4;1,41;0,0;0,0;103066920,0;108956460,0;1,1;1,98;310,88077;1,1;0,37135878;1,401;1,4234;0,0;0.0;BRL;False;629108480,0;-0,46953;44906994,0;73619230,0;0,31722;0,13133;73619231,0;4,207;0,33277872;1735603200,0;1767139200,0;1759190400,0;;-130314000,0;-1,72;1,41;2,267;-4,957;0,049645424;0,19708562;1,435915;1462147200,0;EQUITY;1,4;sell;48085000,0;0,653;-126916000,0;561574016,0;0,471;0,806;277540000,0;177,493;3,77;-0,06409;-0,34373;-45148000,0;113262624,0;8027000,0;;-0,063;-0,16267;-0,45729;-0,16162;BRL;TCSA3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;143012,0;0,29999995;0,27272722;1.1 - 1.98;-0,58000004;-0,29292932;4,9645424;1755198000,0;1755198000,0;1763139600,0;1763139600,0;False;-1,72;1,41;-0,0010000467;-0,0007138092;-0,023400068;-0,016439559;15,0;15,0;;;-5,405408;1,4;[];1772744069,0;SAO;finmb_31337559;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Tecnisa S.A.;TECNISA     ON      NM;-0,08000004;1.39 - 1.5;False;POSTPOST;False;1170331200000,0;;TCSA3;;;;;;;;;;;2,25;;1,5;1,5;1,5;1,5;1,0;-0,03;-46,666668;;;1:10;1591315200,0;5,0;5.0 - Sell;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;TCSL4.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;TCSL4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;TDBH3.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;TDBH3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;TDBH4.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;TDBH4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avenida das Américas, No. 4200;Rio de Janeiro;RJ;;Brazil;55 21 2131 8950;https://www.grupotechnos.com.br;Luxury Goods;luxury-goods;Luxury Goods;Consumer Cyclical;consumer-cyclical;Consumer Cyclical;Technos S.A., together with its subsidiaries, engages in the manufacturing and wholesale distribution of wristwatches. It also provides technical assistance services for watches. The company sells watches through retail stores, as well as websites under the Technos, Mormaii, Michael Kors, Dumont, Touch, Allora, Fossil, Euro, Mariner, and Condor brands. The company was formerly known as GMT Participações SA and changed its name to Technos S.A. in 2011. Technos S.A. was founded in 1956 and is headquartered in Rio de Janeiro, Brazil.;[{'maxAge': 1, 'name': 'Mr. Joaquim Pedro Andrés Ribeiro', 'age': 49, 'title': 'Member of Executive Board, CEO & Director', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Daniela de Campos Pires', 'title': 'Member of Executive Board, CFO and Director of Finance and Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fabio  Marcelo', 'title': 'Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robson  Neves', 'title': 'Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Laura  Goretti', 'title': 'Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;8,42;8,4;8,15;8,5;8,42;8,4;8,15;8,5;1767312000,0;0,2384;0,649;8,956043;27400,0;27400,0;49636,0;51010,0;51010,0;8,18;8,31;0,0;0,0;494399264,0;510778140,0;5,16;9,15;26,9;0,88;1,0897125;7,9284;6,968;0,239;0.028384797;BRL;False;539657984,0;0,15075;19936367,0;60662487,0;0,67408997;0,05059;60662487,0;7,134;1,1424166;1735603200,0;1767139200,0;1759190400,0;0,46;68393000,0;1,0;0,91;1,189;7,386;0,5592593;0,19708562;0,410492;1767312000,0;EQUITY;8,15;none;69938000,0;1,141;73066000,0;93456000,0;1,882;3,246;453696992,0;21,369;7,285;0,06476;0,16256;248404992,0;-27095000,0;14858000,0;0,514;0,139;0,54750997;0,16104999;0,14659001;BRL;TECN3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;49636,0;2,9899998;0,57945734;5.16 - 9.15;-1,0;-0,109289624;55,92593;;;;;;1,0;0,91;0,22159958;0,0279501;1,1819997;0,16963257;15,0;15,0;;;-3,2066562;8,15;[];1772744760,0;SAO;finmb_134457876;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Technos S.A.;TECHNOS     ON      NM;-0,27000046;8.15 - 8.5;False;POSTPOST;False;1309525200000,0;;TECN3;Block 5, 6th floor Barra da Tijuca;;;;;;;;0,41;4,88;3,27;8,15;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;TEFC11.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;TEFC11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rua Paulo Kuehnrich, 68;Blumenau;SC;89052-900;Brazil;;https://www.teka.com.br;Textile Manufacturing;textile-manufacturing;Textile Manufacturing;Consumer Cyclical;consumer-cyclical;Consumer Cyclical;Teka Tecelagem Kuehnrich S.A. engages in textiles business worldwide. The company offers bed and bath linen, table articles, towels, bathrobes, cushion covers, box skirts, exclusive atelier lines, and layettes. Teka Tecelagem Kuehnrich S.A. was founded in 1926 and is headquartered in Blumenau, Brazil.;[{'maxAge': 1, 'name': 'Rogério  Aparecido Marques', 'title': 'Chief Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Caio de Moura Scarpellini', 'title': 'Administrative & Financial Director', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;42,5;0,0;42,5;42,5;42,5;0,0;42,5;42,5;;0,0;1,336;;0,0;0,0;0,0;0,0;0,0;24,0;40,0;0,0;0,0;21384088,0;19372647,0;42,5;42,5;171343,53;6,03;0,06364047;42,5;42,5;0,0;0.0;BRL;False;76794088,0;0,43687;264539,0;167915,0;0,88497;0,00059999997;503155,0;-4587,527;-0,009264251;1735603200,0;1767139200,0;1735603200,0;;146796000,0;-339,62;;0,229;8,861;0,0;0,19708562;;;EQUITY;42,5;none;1691000,0;3,361;8667000,0;57011000,0;0,025;0,043;336014016,0;;667,814;0,00274;;83793000,0;167683632,0;-587000,0;;0,149;0,24937001;0,02579;0,1251;BRL;TEKA3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;0,0;0,0;0,0;42.5 - 42.5;0,0;0,0;0,0;;;;;;-339,62;;0,0;0,0;0,0;0,0;15,0;15,0;;;0,0;42,5;[];1730389320,0;SAO;finmb_877994;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Teka Tecelagem Kuehnrich S.A.;TEKA        ON;0,0;42.5 - 42.5;False;POSTPOST;False;979732800000,0;;TEKA3;Bairro Itoupava Norte;;;;;;;;;;;;;;;;;;;1639,0;;1:100;1453852800,0;;;;;;;;;;
Rua Paulo Kuehnrich, 68;Blumenau;SC;89052-900;Brazil;;https://www.teka.com.br;Textile Manufacturing;textile-manufacturing;Textile Manufacturing;Consumer Cyclical;consumer-cyclical;Consumer Cyclical;Teka Tecelagem Kuehnrich S.A. engages in textiles business worldwide. The company offers bed and bath linen, table articles, towels, bathrobes, cushion covers, box skirts, exclusive atelier lines, and layettes. Teka Tecelagem Kuehnrich S.A. was founded in 1926 and is headquartered in Blumenau, Brazil.;[{'maxAge': 1, 'name': 'Rogério  Aparecido Marques', 'title': 'Chief Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Caio de Moura Scarpellini', 'title': 'Administrative & Financial Director', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;21,25;0,0;21,25;21,25;21,25;0,0;21,25;21,25;;0,0;1,336;;0,0;0,0;0,0;0,0;0,0;21,25;29,9;0,0;0,0;11720650,0;10692043,0;21,25;21,25;218,77051;3,7;0,03488143;21,25;21,25;0,0;0.0;BRL;False;66102044,0;0,43687;264539,0;335240,0;0,26464;0,37227002;551560,0;-4587,527;-0,0046321256;1735603200,0;1767139200,0;1735603200,0;;146796000,0;-339,62;;0,197;7,627;0,0;0,19708562;;;EQUITY;21,25;none;1691000,0;3,361;8667000,0;57011000,0;0,025;0,043;336014016,0;;667,814;0,00274;;83793000,0;167683632,0;-587000,0;;0,149;0,24937001;0,02579;0,1251;BRL;TEKA4.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;0,0;0,0;0,0;21.25 - 21.25;0,0;0,0;0,0;;;;;;-339,62;;0,0;0,0;0,0;0,0;15,0;15,0;;;0,0;21,25;[];1738875960,0;SAO;finmb_877994;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Teka Tecelagem Kuehnrich S.A.;TEKA        PN;0,0;21.25 - 21.25;False;POSTPOST;False;946900800000,0;;TEKA4;Bairro Itoupava Norte;;;;;;;;;;;;;;;;;;;1639,0;;1:100;1453852800,0;;;;;;;;;;
EdifIcio Capital Financial Center;Brasília;DF;70610-440;Brazil;55 61 2027 1000;https://www.telebras.com.br;Telecom Services;telecom-services;Telecom Services;Communication Services;communication-services;Communication Services;"Telecomunicações Brasileiras S.A. - Telebras provides multimedia communication services. It provides support services for public broadband internet connection for universities, research centers, schools, hospitals, service stations, telecenters community, and others; infrastructure and support networks for telecommunications services; and broadband internet connection services for end users, as well as implements private communication network. The company is also involved in the leasing of satellite capacity; and rental of optical cables, routers, and infrastructure for satellite. Telecomunicações Brasileiras S.A. - Telebras was incorporated in 1972 and is headquartered in Brasília, Brazil.";[{'maxAge': 1, 'name': 'Ms. Tatiana Rubia Melo Miranda', 'title': 'Administrative, Financial Director & IR Officer and Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Levi  Figueiredo', 'title': 'Commercial Director & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wallyson Lemos dos Reis Oliveira', 'title': 'Governance Director & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Andre Chagas Leite Da Fonseca', 'title': 'Technical Operational Director & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;13,55;13,55;13,54;13,55;13,55;13,55;13,54;13,55;;0,0;0,388;;200,0;200,0;1041,0;2140,0;2140,0;13,35;16,3;0,0;0,0;1380852608,0;1282103893,0;9,68;15,5;486,2441;0,881065;2,9888263;11,9454;11,7695;0,0;0.0;BRL;False;819644480,0;0,12157;14923203,0;83575719,0;0,84779;0,0;101983210,0;14,982;0,90375113;1735603200,0;1767139200,0;1759190400,0;;56168000,0;0,68;;1,774;2,082;0,14249575;0,19708562;;;EQUITY;13,54;none;569174976,0;5,581;393699008,0;6947000,0;3,099;5,551;462004992,0;0,455;5,208;0,02066;0,04081;-174287008,0;-117419872,0;45006000,0;;0,017;-0,37724;0,85214996;-0,08334;BRL;TELB3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;1041,0;3,8599997;0,3987603;9.68 - 15.5;-1,96;-0,12645161;14,249575;;;;;;0,68;;1,5945997;0,1334907;1,7705002;0,15043122;15,0;15,0;;;-0,07380243;13,54;[];1772744700,0;SAO;finmb_370266;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Telecomunicações Brasileiras S.A. - Telebras;TELEBRAS    ON;-0,010000229;13.54 - 13.55;False;POSTPOST;False;946900800000,0;;TELB3;SIG Qd. 4, Bl. A, 3rd Floor;;;;;;;;;;;19,911764;;;;;;;;345,0;;1:10;1459728000,0;;;;;;;;;;
